date,close,change,change_pct,per,pbr,dividend_yield_pct
2021-08-02,3223.04,20.72,0.65,17.96,1.28,1.77
2021-08-03,3237.14,14.1,0.44,18.04,1.28,1.76
2021-08-04,3280.38,43.24,1.34,18.28,1.3,1.74
2021-08-05,3276.13,-4.25,-0.13,18.26,1.3,1.74
2021-08-06,3270.36,-5.77,-0.18,18.23,1.3,1.74
2021-08-09,3260.42,-9.94,-0.3,18.43,1.31,1.72
2021-08-10,3243.19,-17.23,-0.53,18.34,1.3,1.73
2021-08-11,3220.62,-22.57,-0.7,18.31,1.31,1.73
2021-08-12,3208.38,-12.24,-0.38,18.24,1.3,1.73
2021-08-13,3171.29,-37.09,-1.16,18.02,1.29,1.75
2021-08-17,3143.09,-28.2,-0.89,17.86,1.28,1.77
2021-08-18,3158.93,15.84,0.5,17.94,1.28,1.76
2021-08-19,3097.83,-61.1,-1.93,17.6,1.26,1.79
2021-08-20,3060.51,-37.32,-1.2,17.39,1.24,1.81
2021-08-23,3090.21,29.7,0.97,17.57,1.26,1.8
2021-08-24,3138.3,48.09,1.56,17.84,1.28,1.77
2021-08-25,3146.81,8.51,0.27,17.89,1.28,1.76
2021-08-26,3128.53,-18.28,-0.58,17.78,1.27,1.77
2021-08-27,3133.9,5.37,0.17,17.82,1.27,1.77
2021-08-30,3144.19,10.29,0.33,17.88,1.28,1.77
2021-08-31,3199.27,55.08,1.75,18.2,1.3,1.73
2021-09-01,3207.02,7.75,0.24,18.24,1.3,1.73
2021-09-02,3175.85,-31.17,-0.97,18.1,1.29,1.74
2021-09-03,3201.06,25.21,0.79,18.24,1.3,1.73
2021-09-06,3203.33,2.27,0.07,18.25,1.3,1.73
2021-09-07,3187.42,-15.91,-0.5,18.16,1.3,1.74
2021-09-08,3162.99,-24.43,-0.77,18.02,1.29,1.75
2021-09-09,3114.7,-48.29,-1.53,14.82,1.23,1.77
2021-09-10,3125.76,11.06,0.36,14.87,1.23,1.77
2021-09-13,3127.86,2.1,0.07,14.89,1.23,1.77
2021-09-14,3148.83,20.97,0.67,14.99,1.24,1.75
2021-09-15,3153.4,4.57,0.15,15.01,1.24,1.75
2021-09-16,3130.09,-23.31,-0.74,14.91,1.23,1.76
2021-09-17,3140.51,10.42,0.33,14.95,1.24,1.76
2021-09-23,3127.58,-12.93,-0.41,15,1.23,1.76
2021-09-24,3125.24,-2.34,-0.07,14.99,1.23,1.76
2021-09-27,3133.64,8.4,0.27,15.03,1.24,1.75
2021-09-28,3097.92,-35.72,-1.14,14.86,1.22,1.77
2021-09-29,3060.27,-37.65,-1.22,14.68,1.21,1.8
2021-09-30,3068.82,8.55,0.28,14.72,1.21,1.79
2021-10-01,3019.18,-49.64,-1.62,14.48,1.19,1.82
2021-10-05,2962.17,-57.01,-1.89,14.21,1.17,1.86
2021-10-06,2908.31,-53.86,-1.82,13.95,1.15,1.89
2021-10-07,2959.46,51.15,1.76,14.2,1.17,1.86
2021-10-08,2956.3,-3.16,-0.11,14.18,1.17,1.86
2021-10-12,2916.38,-39.92,-1.35,13.99,1.15,1.88
2021-10-13,2944.41,28.03,0.96,14.12,1.16,1.87
2021-10-14,2988.64,44.23,1.5,14.34,1.18,1.84
2021-10-15,3015.06,26.42,0.88,14.47,1.19,1.82
2021-10-18,3006.68,-8.38,-0.28,14.43,1.19,1.83
2021-10-19,3029.04,22.36,0.74,14.54,1.2,1.81
2021-10-20,3013.13,-15.91,-0.53,14.46,1.19,1.82
2021-10-21,3007.33,-5.8,-0.19,14.43,1.19,1.83
2021-10-22,3006.16,-1.17,-0.04,14.43,1.19,1.83
2021-10-25,3020.54,14.38,0.48,14.5,1.19,1.82
2021-10-26,3049.08,28.54,0.94,14.63,1.2,1.8
2021-10-27,3025.49,-23.59,-0.77,14.52,1.19,1.82
2021-10-28,3009.55,-15.94,-0.53,14.44,1.19,1.83
2021-10-29,2970.68,-38.87,-1.29,14.25,1.17,1.85
2021-11-01,2978.94,8.26,0.28,14.3,1.18,1.84
2021-11-02,3013.49,34.55,1.16,14.46,1.19,1.82
2021-11-03,2975.71,-37.78,-1.25,14.29,1.17,1.85
2021-11-04,2983.22,7.51,0.25,14.5,1.19,1.82
2021-11-05,2969.27,-13.95,-0.47,14.43,1.19,1.83
2021-11-08,2960.2,-9.07,-0.31,14.39,1.18,1.83
2021-11-09,2962.46,2.26,0.08,14.4,1.18,1.83
2021-11-10,2930.17,-32.29,-1.09,14.24,1.17,1.85
2021-11-11,2924.92,-5.25,-0.18,14.21,1.17,1.85
2021-11-12,2968.8,43.88,1.5,14.43,1.19,1.83
2021-11-15,2999.52,30.72,1.03,14.58,1.2,1.81
2021-11-16,2997.21,-2.31,-0.08,14.59,1.2,1.81
2021-11-17,2962.42,-34.79,-1.16,14.42,1.19,1.83
2021-11-18,2947.38,-15.04,-0.51,14.34,1.18,1.84
2021-11-19,2971.02,23.64,0.8,14.46,1.19,1.82
2021-11-22,3013.25,42.23,1.42,14.67,1.21,1.8
2021-11-23,2997.33,-15.92,-0.53,14.59,1.2,1.81
2021-11-24,2994.29,-3.04,-0.1,14.57,1.2,1.81
2021-11-25,2980.27,-14.02,-0.47,14.51,1.19,1.82
2021-11-26,2936.44,-43.83,-1.47,14.29,1.17,1.84
2021-11-29,2909.32,-27.12,-0.92,14.17,1.16,1.86
2021-11-30,2839.01,-70.31,-2.42,13.77,1.13,1.92
2021-12-01,2899.72,60.71,2.14,14.07,1.16,1.87
2021-12-02,2945.27,45.55,1.57,14.29,1.17,1.85
2021-12-03,2968.33,23.06,0.78,14.4,1.18,1.83
2021-12-06,2973.25,4.92,0.17,14.43,1.19,1.83
2021-12-07,2991.72,18.47,0.62,14.52,1.19,1.82
2021-12-08,3001.8,10.08,0.34,14.57,1.2,1.81
2021-12-09,3029.57,27.77,0.93,14.71,1.21,1.79
2021-12-10,3010.23,-19.34,-0.64,14.62,1.2,1.8
2021-12-13,3001.66,-8.57,-0.28,12.82,1.15,1.81
2021-12-14,2987.95,-13.71,-0.46,12.76,1.15,1.82
2021-12-15,2989.39,1.44,0.05,12.77,1.15,1.82
2021-12-16,3006.41,17.02,0.57,12.84,1.15,1.81
2021-12-17,3017.73,11.32,0.38,12.89,1.16,1.8
2021-12-20,2963,-54.73,-1.81,12.65,1.14,1.83
2021-12-21,2975.03,12.03,0.41,12.7,1.14,1.82
2021-12-22,2984.48,9.45,0.32,12.74,1.14,1.82
2021-12-23,2998.17,13.69,0.46,12.8,1.15,1.81
2021-12-24,3012.43,14.26,0.48,12.86,1.15,1.8
2021-12-27,2999.55,-12.88,-0.43,12.8,1.15,1.81
2021-12-28,3020.24,20.69,0.69,12.89,1.16,1.8
2021-12-29,2993.29,-26.95,-0.89,12.78,1.15,1.81
2021-12-30,2977.65,-15.64,-0.52,12.72,1.14,1.82
2022-01-03,2988.77,11.12,0.37,12.76,1.15,1.82
2022-01-04,2989.24,0.47,0.02,12.76,1.15,1.82
2022-01-05,2953.97,-35.27,-1.18,12.61,1.13,1.84
2022-01-06,2920.53,-33.44,-1.13,12.47,1.12,1.86
2022-01-07,2954.89,34.36,1.18,12.62,1.13,1.84
2022-01-10,2926.72,-28.17,-0.95,12.51,1.12,1.85
2022-01-11,2927.38,0.66,0.02,12.51,1.12,1.85
2022-01-12,2972.48,45.1,1.54,12.7,1.14,1.83
2022-01-13,2962.09,-10.39,-0.35,12.66,1.14,1.83
2022-01-14,2921.92,-40.17,-1.36,12.48,1.12,1.86
2022-01-17,2890.1,-31.82,-1.09,12.35,1.11,1.88
2022-01-18,2864.24,-25.86,-0.89,12.23,1.1,1.9
2022-01-19,2842.28,-21.96,-0.77,12.14,1.09,1.91
2022-01-20,2862.68,20.4,0.72,12.23,1.1,1.9
2022-01-21,2834.29,-28.39,-0.99,12.11,1.09,1.92
2022-01-24,2792,-42.29,-1.49,11.93,1.07,1.94
2022-01-25,2720.39,-71.61,-2.56,11.62,1.04,2
2022-01-26,2709.24,-11.15,-0.41,11.57,1.04,2
2022-01-27,2614.49,-94.75,-3.5,11.16,1,2.08
2022-01-28,2663.34,48.85,1.87,12.14,1.08,1.92
2022-02-03,2707.82,44.48,1.67,12.34,1.1,1.88
2022-02-04,2750.26,42.44,1.57,12.53,1.12,1.86
2022-02-07,2745.06,-5.2,-0.19,12.51,1.12,1.86
2022-02-08,2746.47,1.41,0.05,12.52,1.12,1.86
2022-02-09,2768.85,22.38,0.81,12.62,1.13,1.84
2022-02-10,2771.93,3.08,0.11,12.64,1.13,1.84
2022-02-11,2747.71,-24.22,-0.87,12.53,1.12,1.86
2022-02-14,2704.48,-43.23,-1.57,12.33,1.1,1.89
2022-02-15,2676.54,-27.94,-1.03,12.2,1.09,1.91
2022-02-16,2729.68,53.14,1.99,12.44,1.11,1.87
2022-02-17,2744.09,14.41,0.53,12.51,1.12,1.86
2022-02-18,2744.52,0.43,0.02,12.51,1.12,1.86
2022-02-21,2743.8,-0.72,-0.03,12.51,1.12,1.86
2022-02-22,2706.79,-37.01,-1.35,12.34,1.1,1.88
2022-02-23,2719.53,12.74,0.47,12.39,1.11,1.88
2022-02-24,2648.8,-70.73,-2.6,12.07,1.08,1.93
2022-02-25,2676.76,27.96,1.06,12.2,1.09,1.91
2022-02-28,2699.18,22.42,0.84,12.32,1.1,1.89
2022-03-02,2703.52,4.34,0.16,12.34,1.1,1.88
2022-03-03,2747.08,43.56,1.61,12.54,1.12,1.85
2022-03-04,2713.43,-33.65,-1.22,12.39,1.11,1.88
2022-03-07,2651.31,-62.12,-2.29,12.1,1.08,1.92
2022-03-08,2622.4,-28.91,-1.09,11.97,1.07,1.94
2022-03-10,2680.32,57.92,2.21,12.23,1.09,1.9
2022-03-11,2661.28,-19.04,-0.71,12.15,1.08,1.91
2022-03-14,2645.65,-15.63,-0.59,12.07,1.08,1.93
2022-03-15,2621.53,-24.12,-0.91,11.97,1.07,1.94
2022-03-16,2659.23,37.7,1.44,12.14,1.08,1.92
2022-03-17,2694.51,35.28,1.33,12.3,1.1,1.89
2022-03-18,2707.02,12.51,0.46,12.36,1.1,1.88
2022-03-21,2686.05,-20.97,-0.77,12.26,1.09,1.9
2022-03-22,2710,23.95,0.89,12.37,1.1,1.88
2022-03-23,2735.05,25.05,0.92,12.48,1.11,1.86
2022-03-24,2729.66,-5.39,-0.2,12.45,1.11,1.87
2022-03-25,2729.98,0.32,0.01,12.46,1.11,1.87
2022-03-28,2729.56,-0.42,-0.02,12.46,1.11,1.87
2022-03-29,2741.07,11.51,0.42,12.51,1.12,1.86
2022-03-30,2746.74,5.67,0.21,12.54,1.12,1.85
2022-03-31,2757.65,10.91,0.4,12.58,1.12,1.85
2022-04-01,2739.85,-17.8,-0.65,12.5,1.12,1.86
2022-04-04,2757.9,18.05,0.66,12.59,1.12,1.85
2022-04-05,2759.2,1.3,0.05,12.59,1.12,1.85
2022-04-06,2735.03,-24.17,-0.88,12.48,1.11,1.86
2022-04-07,2695.86,-39.17,-1.43,12.3,1.1,1.89
2022-04-08,2700.39,4.53,0.17,12.32,1.1,1.89
2022-04-11,2693.1,-7.29,-0.27,12.29,1.1,1.89
2022-04-12,2666.76,-26.34,-0.98,12.17,1.09,1.91
2022-04-13,2716.49,49.73,1.86,12.4,1.11,1.88
2022-04-14,2716.71,0.22,0.01,12.4,1.11,1.88
2022-04-15,2696.06,-20.65,-0.76,12.3,1.1,1.89
2022-04-18,2693.21,-2.85,-0.11,12.29,1.1,1.89
2022-04-19,2718.89,25.68,0.95,12.41,1.11,1.87
2022-04-20,2718.69,-0.2,-0.01,12.41,1.11,1.87
2022-04-21,2728.21,9.52,0.35,12.45,1.11,1.87
2022-04-22,2704.71,-23.5,-0.86,12.34,1.1,1.88
2022-04-25,2657.13,-47.58,-1.76,12.12,1.08,1.92
2022-04-26,2668.31,11.18,0.42,12.18,1.09,1.91
2022-04-27,2639.06,-29.25,-1.1,12.04,1.07,1.93
2022-04-28,2667.49,28.43,1.08,12.17,1.09,1.91
2022-04-29,2695.05,27.56,1.03,12.3,1.1,1.89
2022-05-02,2687.45,-7.6,-0.28,11.13,1.08,1.85
2022-05-03,2680.46,-6.99,-0.26,11.1,1.07,1.85
2022-05-04,2677.57,-2.89,-0.11,11.09,1.07,1.85
2022-05-06,2644.51,-33.06,-1.23,10.95,1.06,1.88
2022-05-09,2610.81,-33.7,-1.27,10.81,1.05,1.9
2022-05-10,2596.56,-14.25,-0.55,10.75,1.04,1.91
2022-05-11,2592.27,-4.29,-0.17,10.74,1.04,1.92
2022-05-12,2550.08,-42.19,-1.63,10.56,1.02,1.95
2022-05-13,2604.24,54.16,2.12,10.79,1.04,1.91
2022-05-16,2596.58,-7.66,-0.29,10.75,1.04,1.91
2022-05-17,2620.44,23.86,0.92,10.85,1.05,1.9
2022-05-18,2625.98,5.54,0.21,10.87,1.05,1.89
2022-05-19,2592.34,-33.64,-1.28,10.73,1.04,1.92
2022-05-20,2639.29,46.95,1.81,10.93,1.06,1.88
2022-05-23,2647.38,8.09,0.31,10.96,1.06,1.88
2022-05-24,2605.87,-41.51,-1.57,10.79,1.04,1.91
2022-05-25,2617.22,11.35,0.44,10.83,1.05,1.9
2022-05-26,2612.45,-4.77,-0.18,10.81,1.05,1.9
2022-05-27,2638.05,25.6,0.98,10.92,1.06,1.88
2022-05-30,2669.66,31.61,1.2,11.05,1.07,1.86
2022-05-31,2685.9,16.24,0.61,11.12,1.08,1.85
2022-06-02,2658.99,-26.91,-1,11.01,1.06,1.87
2022-06-03,2670.65,11.66,0.44,11.06,1.07,1.86
2022-06-07,2626.34,-44.31,-1.66,10.87,1.05,1.89
2022-06-08,2626.15,-0.19,-0.01,10.87,1.05,1.89
2022-06-09,2625.44,-0.71,-0.03,11.44,1.04,1.89
2022-06-10,2595.87,-29.57,-1.13,11.31,1.02,1.91
2022-06-13,2504.51,-91.36,-3.52,10.91,0.99,1.98
2022-06-14,2492.97,-11.54,-0.46,10.86,0.98,1.99
2022-06-15,2447.38,-45.59,-1.83,10.66,0.96,2.03
2022-06-16,2451.41,4.03,0.16,10.68,0.97,2.03
2022-06-17,2440.93,-10.48,-0.43,10.63,0.96,2.03
2022-06-20,2391.03,-49.9,-2.04,10.42,0.94,2.08
2022-06-21,2408.93,17.9,0.75,10.5,0.95,2.06
2022-06-22,2342.81,-66.12,-2.74,10.21,0.92,2.12
2022-06-23,2314.32,-28.49,-1.22,10.08,0.91,2.15
2022-06-24,2366.6,52.28,2.26,10.31,0.93,2.1
2022-06-27,2401.92,35.32,1.49,10.47,0.95,2.07
2022-06-28,2422.09,20.17,0.84,10.56,0.96,2.05
2022-06-29,2377.99,-44.1,-1.82,10.37,0.94,2.09
2022-06-30,2332.64,-45.35,-1.91,10.17,0.92,2.13
2022-07-01,2305.42,-27.22,-1.17,10.05,0.91,2.15
2022-07-04,2300.34,-5.08,-0.22,10.03,0.91,2.16
2022-07-05,2341.78,41.44,1.8,10.21,0.92,2.12
2022-07-06,2292.01,-49.77,-2.13,9.99,0.9,2.17
2022-07-07,2334.27,42.26,1.84,10.18,0.92,2.13
2022-07-08,2350.61,16.34,0.7,10.25,0.93,2.11
2022-07-11,2340.27,-10.34,-0.44,10.2,0.92,2.12
2022-07-12,2317.76,-22.51,-0.96,10.11,0.91,2.14
2022-07-13,2328.61,10.85,0.47,10.15,0.92,2.13
2022-07-14,2322.32,-6.29,-0.27,10.13,0.92,2.14
2022-07-15,2330.98,8.66,0.37,10.17,0.92,2.13
2022-07-18,2375.25,44.27,1.9,10.36,0.94,2.09
2022-07-19,2370.97,-4.28,-0.18,10.34,0.94,2.09
2022-07-20,2386.85,15.88,0.67,10.41,0.94,2.08
2022-07-21,2409.16,22.31,0.93,10.51,0.95,2.06
2022-07-22,2393.14,-16.02,-0.66,10.44,0.95,2.07
2022-07-25,2403.69,10.55,0.44,10.48,0.95,2.06
2022-07-26,2412.96,9.27,0.39,10.52,0.95,2.06
2022-07-27,2415.53,2.57,0.11,10.54,0.95,2.05
2022-07-28,2435.27,19.74,0.82,10.62,0.96,2.04
2022-07-29,2451.5,16.23,0.67,10.69,0.97,2.02
2022-08-01,2452.25,0.75,0.03,10.69,0.97,2.02
2022-08-02,2439.62,-12.63,-0.52,10.64,0.96,2.03
2022-08-03,2461.45,21.83,0.89,10.74,0.97,2.01
2022-08-04,2473.11,11.66,0.47,10.79,0.98,2.01
2022-08-05,2490.8,17.69,0.72,10.87,0.98,1.99
2022-08-08,2493.1,2.3,0.09,10.88,0.99,1.99
2022-08-09,2503.46,10.36,0.42,10.93,0.99,1.98
2022-08-10,2480.88,-22.58,-0.9,10.83,0.98,2
2022-08-11,2523.78,42.9,1.73,11.02,1,1.96
2022-08-12,2527.94,4.16,0.16,11.04,1,1.96
2022-08-16,2533.52,5.58,0.22,11.06,1,1.96
2022-08-17,2516.47,-17.05,-0.67,10.99,0.99,1.97
2022-08-18,2508.05,-8.42,-0.33,10.95,0.99,1.98
2022-08-19,2492.69,-15.36,-0.61,10.88,0.99,1.99
2022-08-22,2462.5,-30.19,-1.21,10.75,0.97,2.01
2022-08-23,2435.34,-27.16,-1.1,10.63,0.96,2.03
2022-08-24,2447.45,12.11,0.5,10.69,0.97,2.02
2022-08-25,2477.26,29.81,1.22,10.82,0.98,2
2022-08-26,2481.03,3.77,0.15,10.83,0.98,2
2022-08-29,2426.89,-54.14,-2.18,10.6,0.96,2.04
2022-08-30,2450.93,24.04,0.99,10.7,0.97,2.02
2022-08-31,2472.05,21.12,0.86,10.8,0.98,2
2022-09-01,2415.61,-56.44,-2.28,10.55,0.95,2.05
2022-09-02,2409.41,-6.2,-0.26,10.52,0.95,2.06
2022-09-05,2403.68,-5.73,-0.24,10.49,0.95,2.06
2022-09-06,2410.02,6.34,0.26,10.52,0.95,2.06
2022-09-07,2376.46,-33.56,-1.39,10.37,0.94,2.09
2022-09-08,2384.28,7.82,0.33,10.41,0.94,2.08
2022-09-13,2449.54,65.26,2.74,10.7,0.97,2.02
2022-09-14,2411.42,-38.12,-1.56,10.53,0.95,2.05
2022-09-15,2401.83,-9.59,-0.4,10.49,0.95,2.06
2022-09-16,2382.78,-19.05,-0.79,10.24,0.92,2.08
2022-09-19,2355.66,-27.12,-1.14,10.13,0.91,2.1
2022-09-20,2367.85,12.19,0.52,10.18,0.92,2.09
2022-09-21,2347.21,-20.64,-0.87,10.09,0.91,2.11
2022-09-22,2332.31,-14.9,-0.63,10.03,0.9,2.12
2022-09-23,2290,-42.31,-1.81,9.84,0.89,2.16
2022-09-26,2220.94,-69.06,-3.02,9.55,0.86,2.23
2022-09-27,2223.86,2.92,0.13,9.56,0.86,2.23
2022-09-28,2169.29,-54.57,-2.45,9.32,0.84,2.28
2022-09-29,2170.93,1.64,0.08,9.33,0.84,2.28
2022-09-30,2155.49,-15.44,-0.71,9.26,0.83,2.3
2022-10-04,2209.38,53.89,2.5,9.5,0.85,2.24
2022-10-05,2215.22,5.84,0.26,9.52,0.86,2.24
2022-10-06,2237.86,22.64,1.02,9.62,0.87,2.21
2022-10-07,2232.84,-5.02,-0.22,9.6,0.86,2.22
2022-10-11,2192.07,-40.77,-1.83,9.42,0.85,2.26
2022-10-12,2202.47,10.4,0.47,9.47,0.85,2.25
2022-10-13,2162.87,-39.6,-1.8,9.3,0.84,2.29
2022-10-14,2212.55,49.68,2.3,9.52,0.86,2.24
2022-10-17,2219.71,7.16,0.32,9.55,0.86,2.23
2022-10-18,2249.95,30.24,1.36,9.68,0.87,2.2
2022-10-19,2237.44,-12.51,-0.56,9.62,0.87,2.21
2022-10-20,2218.09,-19.35,-0.86,9.54,0.86,2.23
2022-10-21,2213.12,-4.97,-0.22,9.52,0.86,2.24
2022-10-24,2236.16,23.04,1.04,9.62,0.87,2.21
2022-10-25,2235.07,-1.09,-0.05,9.62,0.87,2.21
2022-10-26,2249.56,14.49,0.65,9.68,0.87,2.2
2022-10-27,2288.78,39.22,1.74,9.85,0.89,2.16
2022-10-28,2268.4,-20.38,-0.89,9.76,0.88,2.18
2022-10-31,2293.61,25.21,1.11,9.87,0.89,2.16
2022-11-01,2335.22,41.61,1.81,10.05,0.9,2.12
2022-11-02,2336.87,1.65,0.07,10.06,0.91,2.12
2022-11-03,2329.17,-7.7,-0.33,10.01,0.9,2.13
2022-11-04,2348.43,19.26,0.83,10.1,0.91,2.11
2022-11-07,2371.79,23.36,0.99,10.2,0.92,2.09
2022-11-08,2399.04,27.25,1.15,10.32,0.93,2.07
2022-11-09,2424.41,25.37,1.06,10.42,0.94,2.04
2022-11-10,2402.23,-22.18,-0.91,10.33,0.93,2.06
2022-11-11,2483.16,80.93,3.37,10.68,0.96,2
2022-11-14,2474.65,-8.51,-0.34,10.64,0.96,2
2022-11-15,2480.33,5.68,0.23,10.66,0.96,2
2022-11-16,2477.45,-2.88,-0.12,10.66,0.96,2
2022-11-17,2442.9,-34.55,-1.39,10.51,0.95,2.03
2022-11-18,2444.48,1.58,0.06,10.52,0.95,2.03
2022-11-21,2419.5,-24.98,-1.02,10.41,0.94,2.05
2022-11-22,2405.27,-14.23,-0.59,10.35,0.93,2.06
2022-11-23,2418.01,12.74,0.53,10.4,0.94,2.05
2022-11-24,2441.33,23.32,0.96,10.5,0.95,2.03
2022-11-25,2437.86,-3.47,-0.14,10.49,0.95,2.03
2022-11-28,2408.27,-29.59,-1.21,10.36,0.93,2.06
2022-11-29,2433.39,25.12,1.04,10.47,0.94,2.03
2022-11-30,2472.53,39.14,1.61,10.64,0.96,2
2022-12-01,2479.84,7.31,0.3,10.67,0.96,2
2022-12-02,2434.33,-45.51,-1.84,10.47,0.94,2.03
2022-12-05,2419.32,-15.01,-0.62,10.41,0.94,2.05
2022-12-06,2393.16,-26.16,-1.08,10.29,0.93,2.07
2022-12-07,2382.81,-10.35,-0.43,10.25,0.92,2.08
2022-12-08,2371.08,-11.73,-0.49,10.2,0.92,2.09
2022-12-09,2389.04,17.96,0.76,10.28,0.93,2.07
2022-12-12,2373.02,-16.02,-0.67,10.21,0.92,2.09
2022-12-13,2372.4,-0.62,-0.03,10.2,0.92,2.09
2022-12-14,2399.25,26.85,1.13,10.33,0.93,2.06
2022-12-15,2360.97,-38.28,-1.6,10.16,0.92,2.1
2022-12-16,2360.02,-0.95,-0.04,11.39,0.89,2.1
2022-12-19,2352.17,-7.85,-0.33,11.36,0.88,2.1
2022-12-20,2333.29,-18.88,-0.8,11.26,0.88,2.12
2022-12-21,2328.95,-4.34,-0.19,11.24,0.88,2.13
2022-12-22,2356.73,27.78,1.19,11.38,0.89,2.1
2022-12-23,2313.69,-43.04,-1.83,11.13,0.87,2.14
2022-12-26,2317.14,3.45,0.15,11.14,0.87,2.14
2022-12-27,2332.79,15.65,0.68,11.22,0.88,2.12
2022-12-28,2280.45,-52.34,-2.24,10.97,0.86,2.17
2022-12-29,2236.4,-44.05,-1.93,10.76,0.84,2.22
2023-01-02,2225.67,-10.73,-0.48,10.7,0.84,2.23
2023-01-03,2218.68,-6.99,-0.31,10.67,0.83,2.23
2023-01-04,2255.98,37.3,1.68,10.85,0.85,2.2
2023-01-05,2264.65,8.67,0.38,10.89,0.85,2.19
2023-01-06,2289.97,25.32,1.12,11.02,0.86,2.16
2023-01-09,2350.19,60.22,2.63,11.31,0.88,2.11
2023-01-10,2351.31,1.12,0.05,11.31,0.88,2.11
2023-01-11,2359.53,8.22,0.35,11.35,0.89,2.1
2023-01-12,2365.1,5.57,0.24,11.38,0.89,2.09
2023-01-13,2386.09,20.99,0.89,11.48,0.9,2.08
2023-01-16,2399.86,13.77,0.58,11.55,0.9,2.06
2023-01-17,2379.39,-20.47,-0.85,11.45,0.9,2.08
2023-01-18,2368.32,-11.07,-0.47,11.39,0.89,2.09
2023-01-19,2380.34,12.02,0.51,11.45,0.9,2.08
2023-01-20,2395.26,14.92,0.63,11.53,0.9,2.07
2023-01-25,2428.57,33.31,1.39,11.69,0.91,2.04
2023-01-26,2468.65,40.08,1.65,11.89,0.93,2
2023-01-27,2484.02,15.37,0.62,11.96,0.94,1.99
2023-01-30,2450.47,-33.55,-1.35,11.81,0.92,2.02
2023-01-31,2425.08,-25.39,-1.04,11.69,0.91,2.04
2023-02-01,2449.8,24.72,1.02,11.81,0.92,2.02
2023-02-02,2468.88,19.08,0.78,11.9,0.93,2
2023-02-03,2480.4,11.52,0.47,11.96,0.94,1.99
2023-02-06,2438.19,-42.21,-1.7,11.75,0.92,2.03
2023-02-07,2451.71,13.52,0.55,11.81,0.92,2.02
2023-02-08,2483.64,31.93,1.3,11.97,0.94,1.99
2023-02-09,2481.52,-2.12,-0.09,11.96,0.94,1.99
2023-02-10,2469.73,-11.79,-0.48,11.9,0.93,2
2023-02-13,2452.7,-17.03,-0.69,11.82,0.92,2.02
2023-02-14,2465.64,12.94,0.53,11.88,0.93,2.01
2023-02-15,2427.9,-37.74,-1.53,11.7,0.92,2.04
2023-02-16,2475.48,47.58,1.96,11.93,0.93,2
2023-02-17,2451.21,-24.27,-0.98,11.81,0.92,2.02
2023-02-20,2455.12,3.91,0.16,11.83,0.93,2.01
2023-02-21,2458.96,3.84,0.16,11.88,0.92,2.01
2023-02-22,2417.68,-41.28,-1.68,11.68,0.91,2.05
2023-02-23,2439.09,21.41,0.89,11.79,0.92,2.03
2023-02-24,2423.61,-15.48,-0.63,11.71,0.91,2.04
2023-02-27,2402.64,-20.97,-0.87,11.61,0.9,2.06
2023-02-28,2412.85,10.21,0.42,11.66,0.91,2.05
2023-03-02,2427.85,15,0.62,11.73,0.91,2.04
2023-03-03,2432.07,4.22,0.17,11.75,0.91,2.04
2023-03-06,2462.62,30.55,1.26,11.9,0.93,2.01
2023-03-07,2463.35,0.73,0.03,11.9,0.93,2.01
2023-03-08,2431.91,-31.44,-1.28,11.75,0.91,2.04
2023-03-09,2419.09,-12.82,-0.53,11.69,0.91,2.05
2023-03-10,2394.59,-24.5,-1.01,11.57,0.9,2.07
2023-03-13,2410.6,16.01,0.67,11.65,0.91,2.05
2023-03-14,2348.97,-61.63,-2.56,11.35,0.88,2.11
2023-03-15,2379.72,30.75,1.31,11.5,0.89,2.08
2023-03-16,2377.91,-1.81,-0.08,11.49,0.89,2.08
2023-03-17,2395.69,17.78,0.75,11.58,0.9,2.07
2023-03-20,2379.2,-16.49,-0.69,11.5,0.89,2.08
2023-03-21,2388.35,9.15,0.38,11.54,0.9,2.07
2023-03-22,2416.96,28.61,1.2,11.67,0.91,2.05
2023-03-23,2424.48,7.52,0.31,11.71,0.91,2.04
2023-03-24,2414.96,-9.52,-0.39,11.66,0.91,2.05
2023-03-27,2409.22,-5.74,-0.24,11.64,0.91,2.05
2023-03-28,2434.94,25.72,1.07,11.76,0.92,2.03
2023-03-29,2443.92,8.98,0.37,11.81,0.92,2.03
2023-03-30,2453.16,9.24,0.38,11.85,0.92,2.02
2023-03-31,2476.86,23.7,0.97,11.97,0.93,2
2023-04-03,2472.34,-4.52,-0.18,11.96,0.93,2
2023-04-04,2480.51,8.17,0.33,12,0.93,1.99
2023-04-05,2495.21,14.7,0.59,12.07,0.94,1.98
2023-04-06,2459.23,-35.98,-1.44,11.89,0.93,2.01
2023-04-07,2490.41,31.18,1.27,12.04,0.94,1.98
2023-04-10,2512.08,21.67,0.87,12.15,0.95,1.97
2023-04-11,2547.86,35.78,1.42,12.32,0.96,1.94
2023-04-12,2550.64,2.78,0.11,12.33,0.96,1.94
2023-04-13,2561.66,11.02,0.43,12.39,0.96,1.93
2023-04-14,2571.49,9.83,0.38,12.43,0.97,1.92
2023-04-17,2575.91,4.42,0.17,12.45,0.97,1.92
2023-04-18,2571.09,-4.82,-0.19,12.43,0.97,1.92
2023-04-19,2575.08,3.99,0.16,12.46,0.97,1.92
2023-04-20,2563.11,-11.97,-0.46,12.4,0.97,1.93
