date,close,change,change_pct,open,high,low,volume_thousand_shares,trading_value_million_krw,market_cap_million_krw
2015-06-30,2074.2,13.71,0.67,2054.83,2075.02,2049.44,392413,5653578,1293129967
2015-07-01,2097.89,23.69,1.14,2077.27,2100.34,2072.54,471566,5887524,1307385643
2015-07-02,2107.33,9.44,0.45,2107.11,2110.81,2098.76,565339,7123090,1313180646
2015-07-03,2104.41,-2.92,-0.14,2107.51,2109.68,2094.02,419549,5993989,1310771039
2015-07-06,2053.93,-50.48,-2.4,2076.06,2089.86,2052.23,474043,6359280,1279274183
2015-07-07,2040.29,-13.64,-0.66,2067.04,2067.93,2028.98,502809,8282446,1270619129
2015-07-08,2016.21,-24.08,-1.18,2045.88,2046.33,2010.83,453118,7561890,1256567111
2015-07-09,2027.81,11.6,0.58,2000.19,2027.81,1983.78,408458,7076332,1263596381
2015-07-10,2031.17,3.36,0.17,2036.89,2037.84,2024.76,381307,6694045,1266003543
2015-07-13,2061.52,30.35,1.49,2033.25,2063.28,2030.21,426287,6234782,1284730942
2015-07-14,2059.23,-2.29,-0.11,2070.44,2070.44,2052.21,503078,6807343,1282991294
2015-07-15,2072.91,13.68,0.66,2068.38,2079.9,2060.66,619129,7571106,1291539233
2015-07-16,2087.89,14.98,0.72,2073.29,2088.33,2071.02,697930,7511197,1300883330
2015-07-17,2076.79,-11.1,-0.53,2101.22,2101.22,2068.36,819227,8471374,1295334485
2015-07-20,2073.31,-3.48,-0.17,2077.09,2081.43,2068.19,870680,6032627,1293193523
2015-07-21,2083.62,10.31,0.5,2082.18,2088.24,2069.21,727407,6566887,1299896412
2015-07-22,2064.73,-18.89,-0.91,2071.06,2075.94,2059.45,1160824,6842552,1288606919
2015-07-23,2065.07,0.34,0.02,2068.93,2069.2,2053.52,739793,6236606,1289026392
2015-07-24,2045.96,-19.11,-0.93,2060.66,2060.66,2040.3,611869,6152505,1277379658
2015-07-27,2038.81,-7.15,-0.35,2034.82,2048.15,2032.44,543243,6377311,1273665527
2015-07-28,2039.1,0.29,0.01,2026.33,2045.55,2015.91,498527,6616942,1273289346
2015-07-29,2037.62,-1.48,-0.07,2053.62,2055.95,2037.62,520573,6702194,1272961246
2015-07-30,2019.03,-18.59,-0.91,2040.24,2044.93,2019.03,509318,6809942,1262118199
2015-07-31,2030.16,11.13,0.55,2026.98,2030.16,2004.7,448192,6285953,1268862612
2015-08-03,2008.49,-21.67,-1.07,2026.25,2026.25,2005.21,358746,5118528,1255710752
2015-08-04,2027.99,19.5,0.97,2007.75,2027.99,2007.66,388790,5020051,1267664208
2015-08-05,2029.76,1.77,0.09,2027.22,2035.25,2022.98,319212,5064871,1268581539
2015-08-06,2013.29,-16.47,-0.81,2037.26,2038.41,2011.6,340507,5884337,1257563011
2015-08-07,2010.23,-3.06,-0.15,2009.39,2012.9,2001.13,334578,4744990,1256006486
2015-08-10,2003.17,-7.06,-0.35,2008.44,2008.55,1993.96,308327,4491921,1252313277
2015-08-11,1986.65,-16.52,-0.82,2020.15,2021.81,1986.46,366408,5080635,1242034736
2015-08-12,1975.47,-11.18,-0.56,1980.04,1989.1,1948.91,524252,6860222,1235286893
2015-08-13,1983.46,7.99,0.4,1975.47,1990.7,1966.02,376591,5178551,1239674654
2015-08-17,1968.52,-14.94,-0.75,1991.05,1991.05,1968.44,561574,4622504,1228555722
2015-08-18,1956.26,-12.26,-0.62,1977.61,1979.33,1954.35,472766,5607258,1221559996
2015-08-19,1939.38,-16.88,-0.86,1954.56,1959.51,1915.91,506786,7253388,1211657714
2015-08-20,1914.55,-24.83,-1.28,1929.43,1933.79,1912.55,397527,5157649,1196321599
2015-08-21,1876.07,-38.48,-2.01,1862.79,1886.49,1856.91,512314,6834430,1172659638
2015-08-24,1829.81,-46.26,-2.47,1860.03,1872.86,1800.75,415178,6235256,1143177407
2015-08-25,1846.63,16.82,0.92,1840.94,1864.3,1806.79,451587,6679761,1153956825
2015-08-26,1894.09,47.46,2.57,1843.7,1895.45,1835.58,453387,6849271,1182380356
2015-08-27,1908,13.91,0.73,1912.42,1920.39,1898.98,482661,6719363,1191319289
2015-08-28,1937.67,29.67,1.56,1932.39,1938.61,1927.39,446751,6519469,1209654494
2015-08-31,1941.49,3.82,0.2,1934.12,1941.49,1925.52,350943,6024472,1212680898
2015-09-01,1914.23,-27.26,-1.4,1934.44,1939.67,1914.22,324479,4831116,1196137315
2015-09-02,1915.22,0.99,0.05,1886.14,1920.62,1883.5,342022,5014264,1196968638
2015-09-03,1915.53,0.31,0.02,1929.78,1931.19,1911.17,297283,4624097,1198605654
2015-09-04,1886.04,-29.49,-1.54,1921.81,1923.06,1879.94,361090,4688499,1180704916
2015-09-07,1883.22,-2.82,-0.15,1883.36,1895.99,1870.59,288157,3785322,1179516488
2015-09-08,1878.68,-4.54,-0.24,1889.14,1894.56,1868.48,391891,4759166,1176912600
2015-09-09,1934.2,55.52,2.96,1903.28,1934.2,1902.93,516171,5303536,1210916528
2015-09-10,1962.11,27.91,1.44,1918.42,1962.11,1915.44,460345,5498232,1227341573
2015-09-11,1941.37,-20.74,-1.06,1942.88,1951.26,1939.73,503010,4679790,1215172342
2015-09-14,1931.46,-9.91,-0.51,1947.65,1948.02,1921.45,362915,4136992,1209580982
2015-09-15,1937.56,6.1,0.32,1930.44,1938.9,1927.62,390824,4067673,1214290196
2015-09-16,1975.45,37.89,1.96,1949.49,1978.68,1949.15,584758,5959319,1238163363
2015-09-17,1976.49,1.04,0.05,1989.07,1989.07,1972.93,510173,5676960,1238718462
2015-09-18,1995.95,19.46,0.98,1978.39,1996.47,1964.12,523798,6807801,1250560937
2015-09-21,1964.68,-31.27,-1.57,1973.24,1980.8,1960.11,376423,3858232,1230985524
2015-09-22,1982.06,17.38,0.88,1973.54,1983.99,1966.05,696372,4534815,1242197297
2015-09-23,1944.64,-37.42,-1.89,1960.33,1968.16,1944.51,856989,5433916,1218891581
2015-09-24,1947.1,2.46,0.13,1956.94,1958.73,1944.31,921265,5080728,1220294717
2015-09-25,1942.85,-4.25,-0.22,1948.3,1951.94,1932.49,796574,4311737,1217368815
2015-09-30,1962.81,19.96,1.03,1915.46,1962.84,1915.04,546992,5655560,1230579424
2015-10-01,1979.32,16.51,0.84,1963.55,1986.01,1958.63,678978,5229856,1240669928
2015-10-02,1969.68,-9.64,-0.49,1979.41,1985.57,1969.68,1030977,5277113,1236240729
2015-10-05,1978.25,8.57,0.44,1981.6,1994.65,1975.55,545634,4651118,1241237367
2015-10-06,1990.65,12.4,0.63,1996.29,1998.02,1985.17,661636,5633450,1249178502
2015-10-07,2005.84,15.19,0.76,1995.87,2006.24,1994.55,761720,6195453,1259986163
2015-10-08,2019.53,13.69,0.68,2016.36,2020.19,1998.66,700993,6259808,1268109506
2015-10-12,2021.63,2.1,0.1,2022.33,2030.92,2015.43,635085,6219312,1269227363
2015-10-13,2019.05,-2.58,-0.13,2021.2,2024.5,2010.16,604996,5193985,1267759092
2015-10-14,2009.55,-9.5,-0.47,2014.47,2016.14,2002.63,644803,5031597,1262498317
2015-10-15,2033.27,23.72,1.18,2008.29,2035.8,2007.46,498901,4655278,1277356778
2015-10-16,2030.26,-3.01,-0.15,2037.98,2038.06,2025.19,550798,5350548,1275140481
2015-10-19,2030.27,0.01,0,2032.36,2036.3,2022.25,726843,4283441,1275173624
2015-10-20,2039.36,9.09,0.45,2031.5,2040.24,2026.67,958060,4787760,1280746439
2015-10-21,2042.98,3.62,0.18,2039.25,2053.95,2035.59,668945,5438631,1287677503
2015-10-22,2023,-19.98,-0.98,2040.43,2042.57,2019.53,695814,5951986,1275462393
2015-10-23,2040.4,17.4,0.86,2043.67,2054.82,2036.92,648999,5384801,1286286064
2015-10-26,2048.08,7.68,0.38,2049.41,2049.6,2039.97,459950,4343328,1291107718
2015-10-27,2044.65,-3.43,-0.17,2043.52,2045.81,2036.22,449155,4095909,1288864110
2015-10-28,2042.51,-2.14,-0.1,2045.67,2045.67,2032.39,402201,5094460,1288005914
2015-10-29,2034.16,-8.35,-0.41,2050.97,2064.72,2032.56,481349,6261445,1284194609
2015-10-30,2029.47,-4.69,-0.23,2034.78,2038.56,2027.8,380671,6187956,1284928132
2015-11-02,2035.24,5.77,0.28,2033.15,2036.05,2028.2,366382,4771553,1288909458
2015-11-03,2048.4,13.16,0.65,2042.6,2053.24,2040.75,591737,5797182,1296486161
2015-11-04,2052.77,4.37,0.21,2053.51,2056.12,2042.38,545086,4953164,1299093722
2015-11-05,2049.41,-3.36,-0.16,2049.3,2050.44,2039.93,349079,4024588,1296940923
2015-11-06,2041.07,-8.34,-0.41,2048.17,2055.14,2038.46,465030,4590162,1293197659
2015-11-09,2025.7,-15.37,-0.75,2038.59,2038.59,2022.52,435389,6058318,1283538895
2015-11-10,1996.59,-29.11,-1.44,2015.45,2015.45,1988.54,417458,5734870,1265046203
2015-11-11,1997.27,0.68,0.03,1993.81,2001.73,1983.14,286567,3874412,1266240860
2015-11-12,1993.36,-3.91,-0.2,1997.32,1998.66,1991.28,389445,3492604,1263875640
2015-11-13,1973.29,-20.07,-1.01,1975.97,1981.27,1969.71,342313,4261918,1251364867
2015-11-16,1943.02,-30.27,-1.53,1945.68,1956.09,1942.85,433427,5358919,1232730118
2015-11-17,1963.58,20.56,1.06,1967.36,1974.08,1959.22,417559,4510066,1245962998
2015-11-18,1962.88,-0.7,-0.04,1967.25,1973.16,1961.43,541860,4611918,1245925943
2015-11-19,1988.91,26.03,1.33,1976.94,1988.92,1972.85,422517,5130497,1263302131
2015-11-20,1989.86,0.95,0.05,1988.96,1993.97,1985.93,413656,4032701,1263182530
2015-11-23,2003.7,13.84,0.7,1995.92,2008.34,1992.86,383231,4481649,1271487516
2015-11-24,2016.29,12.59,0.63,2004.29,2019.95,2003.06,417005,4362321,1279475820
2015-11-25,2009.42,-6.87,-0.34,2018.24,2018.93,2007.91,391647,4256142,1274840957
2015-11-26,2030.68,21.26,1.06,2014.88,2033.18,2014.88,454457,4428687,1288215418
2015-11-27,2028.99,-1.69,-0.08,2038.71,2038.72,2026.4,481951,4005776,1286995052
2015-11-30,1991.97,-37.02,-1.82,2022.38,2022.38,1987.12,452866,6538490,1263656186
2015-12-01,2023.93,31.96,1.6,2001.51,2026.33,2001.51,573342,4902802,1284539542
2015-12-02,2009.29,-14.64,-0.72,2026.08,2026.19,2009.29,631315,4415990,1275060982
2015-12-03,1994.07,-15.22,-0.76,2000.2,2000.2,1981.59,365870,3515393,1265264412
2015-12-04,1974.4,-19.67,-0.99,1972.16,1983.02,1970.48,379466,3297515,1253193062
2015-12-07,1963.67,-10.73,-0.54,1987.62,1988.04,1963.66,382133,3396773,1245865766
2015-12-08,1949.04,-14.63,-0.75,1964.22,1971.07,1948.43,406176,3632715,1234740686
2015-12-09,1948.24,-0.8,-0.04,1951.39,1956.7,1944.78,378095,3690506,1234234604
2015-12-10,1952.07,3.83,0.2,1947.21,1956.84,1940.4,377849,4699413,1236360404
2015-12-11,1948.62,-3.45,-0.18,1952.82,1961,1943.67,380713,4126570,1234143722
2015-12-14,1927.82,-20.8,-1.07,1926.36,1930.4,1919.22,439741,4272255,1221052368
2015-12-15,1932.97,5.15,0.27,1935.82,1938.04,1925.75,434738,3643732,1224352614
2015-12-16,1969.4,36.43,1.88,1950.15,1975.63,1950.05,475098,4306031,1247470364
2015-12-17,1977.96,8.56,0.43,1984.06,1987.83,1967.64,379574,3923864,1253042882
2015-12-18,1975.32,-2.64,-0.13,1960.32,1981.42,1958.12,677729,4218016,1251129346
2015-12-21,1981.19,5.87,0.3,1974.26,1986.66,1968.14,539596,3594695,1254807195
2015-12-22,1992.56,11.37,0.57,1984.37,1992.72,1971.32,577236,4181140,1261894716
2015-12-23,1999.22,6.66,0.33,1994.2,2007.42,1989.3,502367,4345763,1266100583
2015-12-24,1990.65,-8.57,-0.43,2009.34,2009.99,1990.65,504620,3617395,1260855414
2015-12-28,1964.06,-26.59,-1.34,1990.59,1991.19,1964.06,396643,3840600,1245487966
2015-12-29,1966.31,2.25,0.11,1956.49,1968.57,1946.21,401428,3798204,1245674313
2015-12-30,1961.31,-5,-0.25,1973.03,1974.67,1958.78,304463,3706627,1242832089
2016-01-04,1918.76,-42.55,-2.17,1954.47,1954.52,1918.76,359018,3966274,1215384387
2016-01-05,1930.53,11.77,0.61,1911.93,1937.57,1911.93,446549,4197594,1222621740
2016-01-06,1925.43,-5.1,-0.26,1934.25,1934.25,1911.61,594613,6274717,1219296930
2016-01-07,1904.33,-21.1,-1.1,1915.71,1926.41,1901.24,393042,5003025,1205546062
2016-01-08,1917.62,13.29,0.7,1889.42,1918.25,1883.82,430204,5205454,1213738733
2016-01-11,1894.84,-22.78,-1.19,1897.18,1907.43,1892.69,328768,4509490,1199940483
2016-01-12,1890.86,-3.98,-0.21,1907.61,1910.59,1888.94,295136,3917469,1196604297
2016-01-13,1916.28,25.42,1.34,1904.33,1921,1902.49,265221,3943112,1212573969
2016-01-14,1900.01,-16.27,-0.85,1893.18,1900.48,1882.02,310979,4387096,1202051363
2016-01-15,1878.87,-21.14,-1.11,1915.83,1918.3,1873.35,312360,4578794,1188669435
2016-01-18,1878.45,-0.42,-0.02,1856.03,1882.21,1854.55,276937,4119704,1188342443
2016-01-19,1889.64,11.19,0.6,1879.8,1889.9,1866.76,335321,4536459,1196846006
2016-01-20,1845.45,-44.19,-2.34,1885.36,1885.36,1830.06,407299,5339553,1168847406
2016-01-21,1840.53,-4.92,-0.27,1848.1,1860.02,1838.04,433742,4792984,1165653994
2016-01-22,1879.43,38.9,2.11,1860.3,1879.43,1859.54,408460,4399146,1190177921
2016-01-25,1893.43,14,0.74,1890.15,1901.22,1882.74,315304,4049948,1199185333
2016-01-26,1871.69,-21.74,-1.15,1881.87,1884.13,1862.98,298825,4470666,1185447563
2016-01-27,1897.87,26.18,1.4,1888.07,1902.03,1883.39,348905,5065421,1202100437
2016-01-28,1906.94,9.07,0.48,1885.38,1907.56,1877.78,354306,6242581,1207459165
2016-01-29,1912.06,5.12,0.27,1905.01,1912.07,1888.48,386555,6483654,1207457690
2016-02-01,1924.82,12.76,0.67,1919.62,1926.11,1912.85,440317,5160758,1215560971
2016-02-02,1906.6,-18.22,-0.95,1914.96,1920.02,1906.06,412273,4639399,1203571836
2016-02-03,1890.67,-15.93,-0.84,1893.83,1894.72,1882.75,408595,4815439,1193846682
2016-02-04,1916.26,25.59,1.35,1900.48,1917.09,1897.18,365805,5253766,1210371424
2016-02-05,1917.79,1.53,0.08,1914.55,1921.76,1910.31,305767,4791924,1212176289
2016-02-11,1861.54,-56.25,-2.93,1872.68,1877.77,1858.9,386428,4770142,1176622962
2016-02-12,1835.28,-26.26,-1.41,1850.67,1857.12,1817.97,470500,6338971,1160328510
2016-02-15,1862.2,26.92,1.47,1857.33,1864.62,1847.6,284595,4500530,1177463738
2016-02-16,1888.3,26.1,1.4,1870.1,1892.15,1868.11,388318,4267908,1193523037
2016-02-17,1883.94,-4.36,-0.23,1889.41,1897.37,1881.03,344629,5188346,1191552737
2016-02-18,1908.84,24.9,1.32,1909.4,1910.12,1898.49,332576,4785965,1206990296
2016-02-19,1916.24,7.4,0.39,1904.5,1916.24,1902.24,312198,3880810,1211528782
2016-02-22,1916.36,0.12,0.01,1911.56,1921.14,1905.85,267859,3486295,1211715539
2016-02-23,1914.22,-2.14,-0.11,1928.85,1929.53,1909.79,326811,3982344,1210413880
2016-02-24,1912.53,-1.69,-0.09,1908.71,1918.63,1906.19,281601,3556542,1209058668
2016-02-25,1918.57,6.04,0.32,1919.08,1928.49,1906.99,305790,4179857,1213111446
2016-02-26,1920.16,1.59,0.08,1927.1,1927.8,1917.07,280217,4644806,1215116614
2016-02-29,1916.66,-3.5,-0.18,1921.76,1927.05,1916.66,275052,4615417,1213244564
2016-03-02,1947.42,30.76,1.6,1944.27,1949.94,1942.24,323352,5178067,1232705587
2016-03-03,1958.17,10.75,0.55,1957.83,1958.17,1946.57,420984,4981597,1240008234
2016-03-04,1955.63,-2.54,-0.13,1956.01,1958.46,1949.47,316418,4605781,1238204596
2016-03-07,1957.87,2.24,0.11,1961.26,1963.43,1955.97,344613,4687644,1239615544
2016-03-08,1946.12,-11.75,-0.6,1958.94,1958.94,1935.55,358685,4893203,1232017083
2016-03-09,1952.95,6.83,0.35,1940.55,1952.95,1938.32,355392,4280889,1235545056
2016-03-10,1969.33,16.38,0.84,1958.87,1976.19,1955.67,352325,5162483,1246487835
2016-03-11,1971.41,2.08,0.11,1968.3,1975.87,1966.65,303419,4207111,1248055842
2016-03-14,1972.27,0.86,0.04,1985.74,1985.9,1970.56,357078,4218503,1248793363
2016-03-15,1969.97,-2.3,-0.12,1975.61,1979.46,1966.44,264583,3813225,1247136108
2016-03-16,1974.9,4.93,0.25,1971.58,1982.08,1969.66,294461,4124127,1250641744
2016-03-17,1987.99,13.09,0.66,1984.69,2000.3,1984.33,291578,5094461,1258766313
2016-03-18,1992.12,4.13,0.21,1996.31,1996.31,1986.04,385848,4776064,1261477235
2016-03-21,1989.76,-2.36,-0.12,1999.25,2003.12,1982.7,323260,4043690,1260543529
2016-03-22,1996.81,7.05,0.35,1993.37,1997.76,1986.87,383752,4492776,1265131035
2016-03-23,1995.12,-1.69,-0.08,1996.47,2001.67,1989.84,367551,4019678,1264002062
2016-03-24,1985.97,-9.15,-0.46,1988.46,1992.76,1981.17,341173,3822814,1258472322
2016-03-25,1983.81,-2.16,-0.11,1991.06,1991.06,1981.53,463422,3806596,1256783617
2016-03-28,1982.54,-1.27,-0.06,1984.93,1992.46,1981.37,410468,3406777,1256238512
2016-03-29,1994.91,12.37,0.62,1986.93,1997.33,1984.07,385454,4044430,1264203668
2016-03-30,2002.14,7.23,0.36,2005.24,2009.1,1998.51,368305,4619554,1269244086
2016-03-31,1995.85,-6.29,-0.31,2005.72,2007.43,1986.74,335074,5203139,1265001896
2016-04-01,1973.57,-22.28,-1.12,1994.77,1994.77,1970.17,392258,5156265,1250637258
2016-04-04,1978.97,5.4,0.27,1974.73,1979.03,1969.35,363317,4262833,1254254153
2016-04-05,1962.74,-16.23,-0.82,1972.38,1973.17,1959.26,368165,4026410,1243245434
2016-04-06,1971.32,8.58,0.44,1963.17,1975.09,1961.51,358032,4569307,1248789221
2016-04-07,1973.89,2.57,0.13,1978.75,1980.43,1964.99,434062,4631482,1249999633
2016-04-08,1972.05,-1.84,-0.09,1961.29,1972.12,1954.11,400616,4388854,1249066943
2016-04-11,1970.37,-1.68,-0.09,1972.25,1973.9,1963.21,379537,3863261,1248256434
2016-04-12,1981.32,10.95,0.56,1970.5,1981.73,1968.5,387319,3944190,1255329129
2016-04-14,2015.93,34.61,1.75,2004.15,2016.03,2000.83,473520,6406408,1276575530
2016-04-15,2014.71,-1.22,-0.06,2013.38,2016.95,2008.68,317710,4523020,1276212676
2016-04-18,2009.1,-5.61,-0.28,2001.35,2009.55,1998.49,339248,4304947,1273435355
2016-04-19,2011.36,2.26,0.11,2015.1,2020.29,2007.68,401236,4465586,1274155091
2016-04-20,2005.83,-5.53,-0.27,2017.05,2023.77,2005.82,423964,4653339,1270781210
2016-04-21,2022.1,16.27,0.81,2014.6,2022.1,2009.45,392096,4783030,1280902761
2016-04-22,2015.49,-6.61,-0.33,2014.93,2017.9,2010.94,480471,4215697,1276836008
2016-04-25,2014.55,-0.94,-0.05,2016.05,2016.65,2007.18,397675,4423940,1276352744
2016-04-26,2019.63,5.08,0.25,2013.26,2021.59,2011.85,509282,5281101,1278883150
2016-04-27,2015.4,-4.23,-0.21,2019.31,2019.86,2012.75,412803,5398189,1276057089
2016-04-28,2000.93,-14.47,-0.72,2020.83,2022.99,1998.6,341143,5460707,1266323307
2016-04-29,1994.15,-6.78,-0.34,1998.68,1999.34,1983.3,401063,5334758,1261953136
2016-05-02,1978.15,-16,-0.8,1991.84,1991.84,1977.03,328195,3879204,1248655660
2016-05-03,1986.41,8.26,0.42,1988.34,1989.41,1979.66,310492,3813503,1253911676
2016-05-04,1976.71,-9.7,-0.49,1978.24,1982.38,1969.22,352696,5056070,1248353738
2016-05-09,1967.81,-8.9,-0.45,1974.52,1976.14,1962.92,342189,5303038,1243495067
2016-05-10,1982.5,14.69,0.75,1965.86,1982.5,1964.9,369085,4857463,1252479087
2016-05-11,1980.1,-2.4,-0.12,1989.17,1989.17,1970.48,398532,4451795,1251635369
2016-05-12,1977.49,-2.61,-0.13,1973.28,1981.49,1970.54,462882,4144196,1249546729
2016-05-13,1966.99,-10.5,-0.53,1979.97,1980.45,1962.77,509123,4545160,1242517730
2016-05-16,1967.91,0.92,0.05,1961.91,1970.53,1961.32,526718,4872478,1242835129
2016-05-17,1968.06,0.15,0.01,1973.86,1975.1,1962.57,597583,5521944,1243839736
2016-05-18,1956.73,-11.33,-0.58,1962.78,1964.34,1945.56,696273,6697755,1236578880
2016-05-19,1946.78,-9.95,-0.51,1953.91,1954.29,1942.48,505920,5307636,1230162314
2016-05-20,1947.67,0.89,0.05,1943.84,1951.5,1940.36,388052,4455609,1230691700
2016-05-23,1955.25,7.58,0.39,1954.26,1956.77,1940.44,399514,4062459,1235645260
2016-05-24,1937.68,-17.57,-0.9,1951.18,1951.39,1937.67,517076,5005499,1224978780
2016-05-25,1960.51,22.83,1.18,1953.63,1964.91,1951.17,656874,5456224,1240305865
2016-05-26,1957.06,-3.45,-0.18,1965.81,1967.45,1955.97,558264,5103803,1238082336
2016-05-27,1969.17,12.11,0.62,1962.33,1971.27,1959.75,523531,4911232,1246219400
2016-05-30,1967.13,-2.04,-0.1,1969.72,1970.54,1955.49,550503,4664445,1244653363
2016-05-31,1983.4,16.27,0.83,1962.47,1984.18,1958.16,657045,8612421,1255356335
2016-06-01,1982.72,-0.68,-0.03,1976.87,1986.76,1975.82,502290,5383975,1255999302
2016-06-02,1985.11,2.39,0.12,1983.86,1988,1978.82,474228,5400505,1257911512
2016-06-03,1985.84,0.73,0.04,1991.58,1991.58,1979.66,540859,5497341,1258220250
2016-06-07,2011.63,25.79,1.3,1993.08,2011.67,1992.77,481348,5541395,1274446268
2016-06-08,2027.08,15.45,0.77,2013.72,2027.09,2008.59,497935,5845815,1283948013
2016-06-09,2024.17,-2.91,-0.14,2028.02,2035.27,2012.14,599681,7955011,1282125842
2016-06-10,2017.63,-6.54,-0.32,2022.77,2022.77,2014.15,404303,4777125,1278075774
2016-06-13,1979.06,-38.57,-1.91,2001.03,2001.79,1976.69,443002,4679938,1253317434
2016-06-14,1972.03,-7.03,-0.36,1976.8,1982.32,1965.34,439937,5009885,1249481895
2016-06-15,1968.83,-3.2,-0.16,1972,1975.87,1960.97,376769,4694854,1247663848
2016-06-16,1951.99,-16.84,-0.86,1971.53,1974.01,1944.8,438794,4452386,1237245630
2016-06-17,1953.4,1.41,0.07,1966.23,1970.54,1949.6,485269,4488888,1238327356
2016-06-20,1981.12,27.72,1.42,1974.43,1984.07,1969.56,391345,4045044,1255559309
2016-06-21,1982.7,1.58,0.08,1977.8,1983.87,1971.99,557437,4514571,1256919869
2016-06-22,1992.58,9.88,0.5,1981.78,1994.76,1979.37,407435,4136232,1263208700
2016-06-23,1986.71,-5.87,-0.29,1989.42,1990.71,1980.14,455390,4220798,1259087310
2016-06-24,1925.24,-61.47,-3.09,2001.55,2001.55,1892.75,750546,8724510,1221280862
2016-06-27,1926.85,1.61,0.08,1901.85,1926.87,1900.83,394266,5175626,1222271046
2016-06-28,1936.22,9.37,0.49,1907.71,1937.99,1907.49,373459,4452632,1227810137
2016-06-29,1956.36,20.14,1.04,1946.31,1966.21,1941.9,451186,4865380,1240335079
2016-06-30,1970.35,13.99,0.72,1971.54,1972.81,1959.28,349863,5326567,1250198142
2016-07-01,1987.32,16.97,0.86,1977.36,1993.98,1975.89,448128,4325444,1261236964
2016-07-04,1995.3,7.98,0.4,1989.44,1997.37,1985.11,468611,4150963,1266629651
2016-07-05,1989.85,-5.45,-0.27,1995.69,1996.77,1985.94,405487,3951492,1263270454
2016-07-06,1953.12,-36.73,-1.85,1980.11,1982.8,1944.33,457439,4764744,1239376225
2016-07-07,1974.08,20.96,1.07,1963.3,1976.49,1959.83,378755,3936372,1252748245
2016-07-08,1963.1,-10.98,-0.56,1972.28,1979.75,1956.91,356527,4315295,1245831577
2016-07-11,1988.54,25.44,1.3,1979.36,1990.95,1977.81,337764,4384854,1262792040
2016-07-12,1991.23,2.69,0.14,1991.13,1998.03,1986.45,432650,4485333,1263991200
2016-07-13,2005.55,14.32,0.72,2007.65,2013.6,1995.84,357643,4743548,1273883223
2016-07-14,2008.77,3.22,0.16,2004.12,2009.67,1997.94,340227,4318864,1276284573
2016-07-15,2017.26,8.49,0.42,2015.37,2022.34,2011.1,477808,4640272,1285347839
2016-07-18,2021.11,3.85,0.19,2018.22,2022.11,2012.3,380092,3569171,1287818135
2016-07-19,2016.89,-4.22,-0.21,2022.8,2023.22,2010.27,380798,3766201,1285044648
2016-07-20,2015.46,-1.43,-0.07,2013.4,2015.47,2003.87,316336,3541334,1284410624
2016-07-21,2012.22,-3.24,-0.16,2019.36,2020.55,2007.59,391049,3921400,1282299382
2016-07-22,2010.34,-1.88,-0.09,2005.37,2014.44,2002.66,320954,3866948,1280788529
2016-07-25,2012.32,1.98,0.1,2014.74,2020.69,2006.63,350231,4053087,1281905616
2016-07-26,2027.34,15.02,0.75,2009.4,2027.34,2008.25,338607,4072566,1291738101
2016-07-27,2025.05,-2.29,-0.11,2027.07,2030.69,2021.15,411661,4493918,1289921314
2016-07-28,2021.1,-3.95,-0.2,2029.07,2029.38,2014.36,350881,4343065,1287721677
2016-07-29,2016.19,-4.91,-0.24,2023.24,2028.99,2016.19,366385,5028662,1283158114
2016-08-01,2029.61,13.42,0.67,2024.71,2031.58,2024.57,369588,4822082,1291814814
2016-08-02,2019.03,-10.58,-0.52,2023.55,2026.1,2017.59,409940,4314086,1284954079
2016-08-03,1994.79,-24.24,-1.2,2008.68,2008.68,1993,485853,4387077,1269643958
2016-08-04,2000.03,5.24,0.26,2006.08,2006.48,1994.73,326514,3648388,1273523592
2016-08-05,2017.94,17.91,0.9,2006.23,2018.16,2004.37,289293,4168008,1285888530
2016-08-08,2031.12,13.18,0.65,2025.55,2031.14,2018.81,270485,4169817,1293946098
2016-08-09,2043.78,12.66,0.62,2033.52,2046.03,2032.18,436717,4172628,1301778454
2016-08-10,2044.64,0.86,0.04,2043.03,2049.36,2039.86,331092,4638220,1302129885
2016-08-11,2048.8,4.16,0.2,2042.64,2048.8,2035.25,346082,4490356,1304638117
2016-08-12,2050.47,1.67,0.08,2053.82,2060.84,2046.15,376489,4667632,1305975257
2016-08-16,2047.76,-2.71,-0.13,2056,2063.09,2047.73,374873,4503851,1304494576
2016-08-17,2043.75,-4.01,-0.2,2045.37,2048.29,2032.53,391715,4406925,1301963105
2016-08-18,2055.47,11.72,0.57,2048.15,2056.09,2041.9,353081,4764864,1310197227
2016-08-19,2056.24,0.77,0.04,2057.9,2059.3,2049.52,392319,5005350,1311350305
2016-08-22,2042.16,-14.08,-0.68,2054.37,2054.71,2040.51,343503,4101258,1302637823
2016-08-23,2049.93,7.77,0.38,2044.27,2051.43,2041.86,360414,4470553,1307730331
2016-08-24,2043.76,-6.17,-0.3,2050.82,2052.74,2039.53,285183,4144213,1303342577
2016-08-25,2042.92,-0.84,-0.04,2041.58,2046,2035.01,277432,4198774,1302439448
2016-08-26,2037.5,-5.42,-0.27,2036.74,2039.91,2027.68,288185,4011867,1298673905
2016-08-29,2032.35,-5.15,-0.25,2028.64,2034.63,2024.93,316969,3843486,1295847423
2016-08-30,2039.74,7.39,0.36,2038.6,2049.99,2036.76,378564,3817975,1300619797
2016-08-31,2034.65,-5.09,-0.25,2038.58,2041.17,2027.24,400953,5485909,1296942351
