date,close,change,change_pct,open,high,low,volume_thousand_shares,trading_value_million_krw,market_cap_million_krw
2008-03-07,1663.97,-33.47,-1.97,1682.17,1682.17,1650.74,304211,4430484,836328136
2008-03-10,1625.17,-38.8,-2.33,1634.42,1650.56,1621.4,318105,4427381,817204155
2008-03-11,1641.48,16.31,1,1605.31,1643.66,1602.35,279827,4753173,825482817
2008-03-12,1658.83,17.35,1.06,1685.44,1687.63,1658.17,325278,5210320,834088626
2008-03-13,1615.62,-43.21,-2.6,1657.21,1657.21,1609.17,309591,6403081,812767606
2008-03-14,1600.26,-15.36,-0.95,1637.78,1638.66,1578.45,297668,5436128,805448243
2008-03-17,1574.44,-25.82,-1.61,1588.53,1588.53,1537.53,298745,5420380,792788474
2008-03-18,1588.75,14.31,0.91,1585.32,1590.28,1566.96,243063,4705743,799790556
2008-03-19,1622.23,33.48,2.11,1626.28,1632.68,1614.96,280388,5227298,816791029
2008-03-20,1623.39,1.16,0.07,1602.29,1624.48,1592.94,243414,4385164,817680015
2008-03-21,1645.69,22.3,1.37,1644.05,1645.78,1634.51,283935,4496027,831350054
2008-03-24,1655.3,9.61,0.58,1653.82,1663.57,1645.89,258053,3882817,835741654
2008-03-25,1674.93,19.63,1.19,1676.74,1680.77,1667.93,319950,5571590,845519164
2008-03-26,1679.67,4.74,0.28,1676.81,1681.91,1670.31,280421,4864355,847818825
2008-03-27,1676.24,-3.43,-0.2,1671.98,1677.31,1660.45,257894,4411854,846330535
2008-03-28,1701.83,25.59,1.53,1671.06,1704.28,1670.89,350467,5544014,860314349
2008-03-31,1703.99,2.16,0.13,1705.17,1709.31,1685.19,291721,4728878,861436159
2008-04-01,1702.25,-1.74,-0.1,1701.64,1717.83,1694.53,320398,5813612,860679690
2008-04-02,1742.19,39.94,2.35,1738.64,1743.54,1734.42,326487,7298295,881034902
2008-04-03,1763.63,21.44,1.23,1745.72,1765.53,1742.43,253832,5981318,891829237
2008-04-04,1766.49,2.86,0.16,1762.94,1768.06,1756.74,256797,5450599,893297697
2008-04-07,1773.56,7.07,0.4,1769.74,1786.57,1763.38,275341,5540921,896765705
2008-04-08,1754.71,-18.85,-1.06,1770.98,1770.98,1749.64,267227,4837868,887251362
2008-04-10,1764.64,9.93,0.57,1745.6,1764.64,1735.78,214922,5276088,892667512
2008-04-11,1779.71,15.07,0.85,1768.13,1779.92,1759.29,272362,5773947,900501895
2008-04-14,1746.71,-33,-1.85,1746.88,1755.28,1739.03,223464,4877784,883946118
2008-04-15,1742.17,-4.54,-0.26,1749.29,1754.3,1734.13,238471,4876693,881370737
2008-04-16,1758.56,16.39,0.94,1757.83,1765.81,1753.79,286331,5220645,889516498
2008-04-17,1768.67,10.11,0.57,1782.51,1783.85,1765.59,265022,5564280,894632415
2008-04-18,1771.9,3.23,0.18,1772.89,1778.81,1762.94,237574,5537014,896224611
2008-04-21,1800.48,28.58,1.61,1793.19,1802.81,1791.4,299017,5752647,913156265
2008-04-22,1787.49,-12.99,-0.72,1799.72,1803.35,1785.47,346695,6221896,906985380
2008-04-23,1800.79,13.3,0.74,1784.23,1809.02,1784.23,340432,6642905,913385251
2008-04-24,1799.34,-1.45,-0.08,1808.88,1812.62,1794.64,497247,6453370,912928995
2008-04-25,1824.68,25.34,1.41,1809,1825.83,1809,328040,6563578,926030579
2008-04-28,1823.17,-1.51,-0.08,1829.45,1831.84,1814.2,371632,6361912,925583478
2008-04-29,1811.51,-11.66,-0.64,1829.01,1831.23,1803.08,272358,5073606,919714637
2008-04-30,1825.47,13.96,0.77,1808.74,1825.58,1803.49,244969,5273227,926729919
2008-05-02,1848.27,22.8,1.25,1851.64,1851.64,1843.14,267833,6050031,938343046
2008-05-06,1859.06,10.79,0.58,1849.81,1859.27,1843.36,303687,5948015,943866663
2008-05-07,1854.01,-5.05,-0.27,1863.77,1868.09,1839.76,384072,6699854,941276768
2008-05-08,1848,-6.01,-0.32,1831.17,1854.55,1830.46,319209,6151300,938122437
2008-05-09,1823.7,-24.3,-1.31,1854.73,1854.73,1818.27,280073,5886208,925752947
2008-05-13,1842.8,19.1,1.05,1829.37,1842.8,1813.98,265301,5767479,935576536
2008-05-14,1843.75,0.95,0.05,1841.44,1848.02,1828.07,297693,5828236,935951702
2008-05-15,1885.71,41.96,2.28,1852.74,1886.95,1852.67,414795,7361245,957148601
2008-05-16,1888.88,3.17,0.17,1893.99,1899.57,1882.69,301670,6922364,958637666
2008-05-19,1885.37,-3.51,-0.19,1893.54,1901.13,1875.05,355996,7004371,956491008
2008-05-20,1873.15,-12.22,-0.65,1886.52,1889.85,1857.05,336306,6290038,950155036
2008-05-21,1847.51,-25.64,-1.37,1848.97,1861.58,1844.95,315979,6291083,937346379
2008-05-22,1835.42,-12.09,-0.65,1826.06,1836.63,1810.68,357259,5682712,931402443
2008-05-23,1827.94,-7.48,-0.41,1836.42,1840.78,1826.16,299062,4761917,927423226
2008-05-26,1800.58,-27.36,-1.5,1813.63,1820.74,1791.4,281848,5344161,913258661
2008-05-27,1825.23,24.65,1.37,1806.2,1825.48,1806.2,260268,4700274,925831632
2008-05-28,1805.64,-19.59,-1.07,1835.38,1835.71,1802.01,299607,5248713,915885585
2008-05-29,1841.22,35.58,1.97,1819.33,1842.56,1819.33,298969,5182248,934434306
2008-05-30,1852.02,10.8,0.59,1846.98,1852.36,1833.42,287614,6235361,940202138
2008-06-02,1847.53,-4.49,-0.24,1848.3,1853.5,1831.66,234491,4523619,937752742
2008-06-03,1819.39,-28.14,-1.52,1832.31,1836.71,1814.5,258921,4860514,923646822
2008-06-04,1833.81,14.42,0.79,1821.3,1836.13,1813.12,235894,4254572,930882378
2008-06-05,1832.31,-1.5,-0.08,1830.14,1832.82,1816.35,274963,4966611,930285342
2008-06-09,1808.96,-23.35,-1.27,1787.9,1810.21,1785.16,249281,4984032,918077866
2008-06-10,1774.38,-34.58,-1.91,1813.36,1814.06,1765.35,322795,5387114,900231545
2008-06-11,1781.67,7.29,0.41,1781.14,1786.98,1760.66,282785,5028261,904488738
2008-06-12,1739.36,-42.31,-2.37,1755.9,1761.29,1739.36,379808,6840657,883203044
2008-06-13,1747.35,7.99,0.46,1753.67,1760.72,1730.25,402038,5522861,887347146
2008-06-16,1760.82,13.47,0.77,1763.86,1768.63,1755.55,375412,4698238,894239527
2008-06-17,1750.71,-10.11,-0.57,1766.34,1767.5,1738.71,334938,4892638,889169877
2008-06-18,1774.13,23.42,1.34,1745.5,1775.11,1742.68,343036,4364611,900921607
2008-06-19,1740.72,-33.41,-1.88,1756.36,1757.26,1731.51,401514,4728264,883817784
2008-06-20,1731,-9.72,-0.56,1752.95,1755.6,1723.41,331019,4305860,879059015
2008-06-23,1715.59,-15.41,-0.89,1705.61,1720.74,1694.79,303198,3768630,871064720
2008-06-24,1710.84,-4.75,-0.28,1706.92,1717.23,1699.81,364191,3991618,868644430
2008-06-25,1717.79,6.95,0.41,1710.45,1717.81,1695.01,345354,4210481,872031355
2008-06-26,1717.66,-0.13,-0.01,1717.57,1734.86,1714.38,328760,3978597,872212300
2008-06-27,1684.45,-33.21,-1.93,1673.27,1685.88,1669.69,285310,4113655,855523338
2008-06-30,1674.92,-9.53,-0.57,1682.86,1689.61,1671.11,261908,3895068,850869791
2008-07-01,1666.46,-8.46,-0.51,1675.7,1681.45,1652.03,278016,4318385,846782934
2008-07-02,1623.6,-42.86,-2.57,1665.52,1667.97,1607.88,335994,5328049,824930601
2008-07-03,1606.54,-17.06,-1.05,1591.21,1616.65,1580.83,352001,5808380,816360745
2008-07-04,1577.94,-28.6,-1.78,1604.47,1610.65,1574.6,246967,4117223,802124180
2008-07-07,1579.72,1.78,0.11,1568.25,1583.49,1560,250026,4208847,803001170
2008-07-08,1533.47,-46.25,-2.93,1577.04,1577.04,1509.2,332006,5349507,779600271
2008-07-09,1519.38,-14.09,-0.92,1557.07,1563.07,1519.05,328759,5263335,772642472
2008-07-10,1537.43,18.05,1.19,1498.78,1542.34,1495.44,354190,6280549,781213395
2008-07-11,1567.51,30.08,1.96,1543.01,1573.06,1526.67,326548,5117491,796393761
2008-07-14,1558.62,-8.89,-0.57,1562.88,1581.7,1554.01,257134,3834949,791823275
2008-07-15,1509.33,-49.29,-3.16,1550.95,1550.95,1506.41,297854,4684395,766906301
2008-07-16,1507.4,-1.93,-0.13,1518.57,1529.87,1488.75,296909,4991655,765962456
2008-07-17,1525.56,18.16,1.2,1541.38,1546.84,1524.85,319703,4589686,775482355
2008-07-18,1509.99,-15.57,-1.02,1542.73,1542.91,1504,304143,4128175,767647384
2008-07-21,1562.92,52.93,3.51,1530.68,1569.45,1530.05,296053,5139684,794472317
2008-07-22,1561.23,-1.69,-0.11,1551.09,1563.75,1549,252499,3453753,793477378
2008-07-23,1591.76,30.53,1.96,1586.27,1598.89,1577.94,351645,5508271,808760512
2008-07-24,1626.14,34.38,2.16,1603.52,1627.87,1603.24,347692,5926643,826738890
2008-07-25,1597.93,-28.21,-1.73,1595.28,1610.45,1589.48,266624,4371263,811865458
2008-07-28,1598.29,0.36,0.02,1609.57,1611.15,1588.56,252278,3987682,811751990
2008-07-29,1567.2,-31.09,-1.95,1572.16,1573.62,1542.89,261583,4183630,795832554
2008-07-30,1577.7,10.5,0.67,1594.04,1595.84,1572.17,265698,4752420,801083992
2008-07-31,1594.67,16.97,1.08,1583.99,1600.15,1577.81,233013,4212757,809816924
2008-08-01,1573.77,-20.9,-1.31,1578.55,1587.49,1562.29,231176,3325915,799270324
2008-08-04,1543.05,-30.72,-1.95,1567.01,1571.23,1531.52,246520,4214140,783995139
2008-08-05,1535.54,-7.51,-0.49,1540.32,1556.96,1533.43,244785,5226108,780386410
2008-08-06,1578.71,43.17,2.81,1567.3,1580.25,1560.88,276646,4666220,802342384
2008-08-07,1564,-14.71,-0.93,1577.36,1582.51,1553.21,219017,4045087,794876682
2008-08-08,1568.72,4.72,0.3,1547.7,1573.18,1544.1,221286,3784312,797522970
2008-08-11,1581.09,12.37,0.79,1592.3,1597.31,1581.09,254545,4356404,803931168
2008-08-12,1577.12,-3.97,-0.25,1581.1,1590.12,1570.88,251632,4331103,802218809
2008-08-13,1562.72,-14.4,-0.91,1572.87,1581.46,1553.94,231584,3360028,794925096
2008-08-14,1572.19,9.47,0.61,1553.65,1578.3,1553.65,247613,3722498,799621225
2008-08-18,1567.71,-4.48,-0.28,1579.13,1582.76,1561.57,260761,3451217,797393307
2008-08-19,1541.41,-26.3,-1.68,1554.21,1554.92,1528.31,261101,3396236,784007020
2008-08-20,1540.71,-0.7,-0.05,1531.87,1549.53,1524.87,243671,3709528,783464869
2008-08-21,1512.59,-28.12,-1.83,1539.55,1540.45,1511.69,259521,3847210,769165880
2008-08-22,1496.91,-15.68,-1.04,1508.67,1508.67,1477.55,226289,3728779,761543262
2008-08-25,1502.11,5.2,0.35,1505.13,1510.98,1496.63,198259,2910298,764174867
2008-08-26,1490.25,-11.86,-0.79,1477.04,1502.33,1474.64,213144,3213614,758015799
2008-08-27,1493.92,3.67,0.25,1498.09,1498.38,1466.46,241559,3858482,759732746
2008-08-28,1474.15,-19.77,-1.32,1503.26,1503.74,1473,216133,3312920,749839991
2008-08-29,1474.24,0.09,0.01,1488.25,1496.14,1470.87,242101,4211238,749708047
2008-09-01,1414.43,-59.81,-4.06,1453.14,1456.69,1413.43,316593,5106949,719463209
2008-09-02,1407.14,-7.29,-0.52,1418.26,1430.43,1392.55,373371,5532256,715856580
2008-09-03,1426.89,19.75,1.4,1403.89,1430.94,1396.13,367103,5216023,725934030
2008-09-04,1426.43,-0.46,-0.03,1421.16,1436.62,1409.33,372856,4833338,725693109
2008-09-05,1404.38,-22.05,-1.55,1394.39,1415.24,1393.33,298481,4260938,714818421
2008-09-08,1476.65,72.27,5.15,1437.59,1481.41,1437.59,399130,6313141,751477026
2008-09-09,1454.5,-22.15,-1.5,1469.54,1469.54,1446.53,443712,4771899,740155186
2008-09-10,1464.98,10.48,0.72,1432.9,1466.26,1430.05,421193,5556284,745305074
2008-09-11,1443.24,-21.74,-1.48,1459.69,1467.9,1439.38,363000,6218479,734653780
2008-09-12,1477.92,34.68,2.4,1468.41,1480.77,1463.58,311745,4858826,752029471
2008-09-16,1387.75,-90.17,-6.1,1381.24,1401.79,1372.55,392767,6479890,706231239
2008-09-17,1425.26,37.51,2.7,1420.49,1441.24,1412.6,398283,5957721,725240457
2008-09-18,1392.42,-32.84,-2.3,1385.47,1400.35,1366.88,413389,5847238,708515614
2008-09-19,1455.78,63.36,4.55,1441.31,1464.59,1435.72,468688,7957749,740851961
2008-09-22,1460.34,4.56,0.31,1472.08,1488.94,1457.1,354333,6229580,743004947
2008-09-23,1481.37,21.03,1.44,1447.9,1484.01,1445.5,470350,5194237,753691668
2008-09-24,1495.98,14.61,0.99,1479.04,1501.09,1472.31,498529,5850679,760831553
2008-09-25,1501.63,5.65,0.38,1487.73,1503.83,1469.23,419073,4864241,763600120
2008-09-26,1476.33,-25.3,-1.68,1492.42,1498.74,1469.83,405920,4552646,750852869
2008-09-29,1456.36,-19.97,-1.35,1491.11,1496.3,1449.33,365883,5387460,740932826
2008-09-30,1448.06,-8.3,-0.57,1383.97,1448.06,1376.72,412809,5688304,736656677
2008-10-01,1439.67,-8.39,-0.58,1453.4,1453.4,1429.57,314216,4179224,732343388
2008-10-02,1419.65,-20.02,-1.39,1450.16,1458.68,1410.35,317945,4317459,721994011
2008-10-06,1358.75,-60.9,-4.29,1389.68,1389.68,1351.72,312409,4955439,690790213
2008-10-07,1366.1,7.35,0.54,1340.92,1371.24,1321.81,349569,4760385,694872179
2008-10-08,1286.69,-79.41,-5.81,1323.96,1334.34,1281.47,431464,5094486,654743366
2008-10-09,1294.89,8.2,0.64,1289.67,1324.36,1274.46,451806,5633517,658747133
2008-10-10,1241.47,-53.42,-4.13,1248.53,1248.53,1178.51,461328,6401421,630980393
2008-10-13,1288.53,47.06,3.79,1272.95,1294.19,1252.44,384723,5584517,654419622
2008-10-14,1367.69,79.16,6.14,1342.31,1367.7,1339.86,460906,7010091,694481312
2008-10-15,1340.28,-27.41,-2,1338.46,1353.44,1327.42,347683,4925895,680544221
2008-10-16,1213.78,-126.5,-9.44,1258.38,1265.85,1205.14,409091,6167399,616479619
2008-10-17,1180.67,-33.11,-2.73,1245.15,1245.15,1166.88,420175,6546068,599693166
2008-10-20,1207.63,26.96,2.28,1195.9,1211.09,1149.39,373015,5674673,613068936
2008-10-21,1196.1,-11.53,-0.95,1223.75,1232.73,1181.88,389190,4763303,607423140
2008-10-22,1134.59,-61.51,-5.14,1190.5,1195.28,1095.56,374866,5250110,576364087
2008-10-23,1049.71,-84.88,-7.48,1089.57,1089.57,1028.5,401512,5361378,533588134
2008-10-24,938.75,-110.96,-10.57,1051.58,1051.92,925.57,443157,5459814,477323772
2008-10-27,946.45,7.7,0.82,937.18,966.41,892.16,540708,5871936,481183231
2008-10-28,999.16,52.71,5.57,916.85,1012.73,901.49,649429,6296119,507841856
2008-10-29,968.97,-30.19,-3.02,1047.48,1078.33,920.35,763398,8290018,492925488
2008-10-30,1084.72,115.75,11.95,1036.83,1094.89,992.89,621628,7404484,551937616
2008-10-31,1113.06,28.34,2.61,1083.14,1158.66,1061.46,864750,9147277,566438074
2008-11-03,1129.08,16.02,1.44,1117.13,1158.87,1109.32,568247,7181994,574510849
2008-11-04,1153.35,24.27,2.15,1135.53,1154.45,1114.41,603573,6798275,586688635
2008-11-05,1181.5,28.15,2.44,1184.92,1217.82,1159.67,790191,7965854,600742674
2008-11-06,1092.22,-89.28,-7.56,1133.78,1140.85,1081.79,657626,5363601,555819652
2008-11-07,1134.49,42.27,3.87,1054.35,1134.5,1038.72,846308,6929645,577271038
2008-11-10,1152.46,17.97,1.58,1152.26,1165.57,1124.13,717484,7372464,585579198
2008-11-11,1128.73,-23.73,-2.06,1133.34,1160.3,1114.5,600726,5831800,573530673
2008-11-12,1123.86,-4.87,-0.43,1103.88,1143.18,1096.63,605657,5051821,571044100
2008-11-13,1088.44,-35.42,-3.15,1074.75,1088.46,1040.34,566759,5351352,553416774
2008-11-14,1088.26,-0.18,-0.02,1126.94,1129.4,1078.44,440486,5068481,552945921
2008-11-17,1078.32,-9.94,-0.91,1074.33,1104.66,1050.4,413383,4846331,547801136
2008-11-18,1036.16,-42.16,-3.91,1053.29,1075.68,1036.1,377420,4134786,526682685
2008-11-19,1016.82,-19.34,-1.87,1038.74,1038.74,994.57,404607,4218378,516910707
2008-11-20,948.69,-68.13,-6.7,967.46,984.51,947.44,424070,3956358,482685318
2008-11-21,1003.73,55.04,5.8,929.74,1013.12,914.02,602106,5092689,510550163
2008-11-24,970.14,-33.59,-3.35,996.23,1014.49,969.49,464191,4778959,493488334
2008-11-25,983.32,13.18,1.36,1016.09,1029.46,966.28,486154,5425508,500054958
2008-11-26,1029.78,46.46,4.72,993.07,1030.7,993.07,515467,5155322,523345453
2008-11-27,1063.48,33.7,3.27,1058.63,1070.67,1046.46,563630,5976241,541176043
2008-11-28,1076.07,12.59,1.18,1066.84,1084.03,1061.52,555247,5186234,554122786
2008-12-01,1058.62,-17.45,-1.62,1074,1083.01,1058.62,627338,4672824,544318157
2008-12-02,1023.2,-35.42,-3.35,1007.71,1038.41,1007.26,421112,4093920,526172571
2008-12-03,1022.67,-0.53,-0.05,1038.41,1038.41,1013.56,478715,5310410,525758966
2008-12-04,1006.54,-16.13,-1.58,1042.16,1042.16,997,402238,4449877,517646154
2008-12-05,1028.13,21.59,2.14,1017.48,1032.68,1008.3,401605,3668501,528405266
2008-12-08,1105.05,76.92,7.48,1041.41,1111.27,1037.64,541793,6520366,567560093
2008-12-09,1105.84,0.79,0.07,1116.09,1120.66,1092.49,486456,6063058,568129053
2008-12-10,1145.87,40.03,3.62,1112.44,1155.08,1105.71,562092,7535486,588603906
2008-12-11,1154.43,8.56,0.75,1145.06,1166.27,1135.5,576700,8145576,592682316
2008-12-12,1103.82,-50.61,-4.38,1128.66,1152.99,1089.94,622304,6749653,567048014
2008-12-15,1158.19,54.37,4.93,1152.25,1164.72,1138.42,485362,5850073,594662636
2008-12-16,1161.56,3.37,0.29,1148.68,1165.29,1137.05,626697,6818527,596015612
2008-12-17,1169.75,8.19,0.71,1190.09,1196.37,1146.04,647793,6577860,600304132
2008-12-18,1175.91,6.16,0.53,1183.38,1189.83,1164.6,557762,5904836,603339608
2008-12-19,1180.97,5.06,0.43,1174.24,1194.52,1171.38,685025,5401355,606239201
2008-12-22,1179.61,-1.36,-0.12,1189.85,1201.14,1167.63,450639,5341409,605689080
2008-12-23,1144.31,-35.3,-2.99,1168.15,1175.32,1140.13,436408,4108318,587671844
2008-12-24,1128.51,-15.8,-1.38,1140.08,1143.68,1113.17,407845,3508788,579635401
2008-12-26,1117.86,-10.65,-0.94,1128.54,1134.57,1108.86,345549,3078267,574506026
2008-12-29,1117.59,-0.27,-0.02,1109.4,1118.35,1084.26,312516,2615495,573728866
2008-12-30,1124.47,6.88,0.62,1124.6,1144.24,1121.32,357926,3269662,576927703
2009-01-02,1157.4,32.93,2.93,1132.87,1157.4,1118.84,340781,4043268,593882523
2009-01-05,1173.57,16.17,1.4,1180.98,1185.22,1166.66,414760,5288645,602269376
2009-01-06,1194.28,20.71,1.76,1183.52,1203.59,1179.94,444195,5608839,613219054
2009-01-07,1228.17,33.89,2.84,1198.85,1228.56,1195.2,568556,7650757,630963325
2009-01-08,1205.7,-22.47,-1.83,1212.7,1218.43,1195.15,472344,5826335,619192681
2009-01-09,1180.96,-24.74,-2.05,1214.5,1220.59,1179.06,443544,5328417,607077647
2009-01-12,1156.75,-24.21,-2.05,1170.69,1177.19,1150.41,352671,3896401,594756224
2009-01-13,1167.71,10.96,0.95,1147.99,1168.04,1133.94,381507,4102261,600286827
2009-01-14,1182.68,14.97,1.28,1161.01,1184.52,1151.8,358877,3963837,607773013
2009-01-15,1111.34,-71.34,-6.03,1138.47,1145.41,1108.15,366485,4568785,571130855
2009-01-16,1135.2,23.86,2.15,1120.69,1135.79,1109.69,335688,4084346,583504825
2009-01-19,1150.65,15.45,1.36,1146.09,1159.88,1141.31,370319,4507861,591248957
2009-01-20,1126.81,-23.84,-2.07,1136.16,1136.48,1115.07,319533,3804185,579115460
2009-01-21,1103.61,-23.2,-2.06,1087.43,1118.4,1085.72,334556,4144997,567301601
2009-01-22,1116.23,12.62,1.14,1125.22,1127.35,1106.74,346827,4281504,573621674
2009-01-23,1093.4,-22.83,-2.05,1105.43,1105.43,1087.66,268189,3558499,561837803
2009-01-28,1157.98,64.58,5.91,1123.23,1160.19,1122.33,345266,4604520,595224021
2009-01-29,1166.56,8.58,0.74,1165.82,1179.15,1160.75,384745,4871009,599683086
2009-01-30,1162.11,-4.45,-0.38,1147.57,1163.76,1144.52,377035,3974972,598142080
2009-02-02,1146.95,-15.16,-1.3,1145.87,1170.7,1136.37,374571,4478153,590116782
2009-02-03,1163.2,16.25,1.42,1152.94,1174.28,1137.83,347703,4408618,598590879
2009-02-04,1195.37,32.17,2.77,1183.22,1195.52,1176.1,450221,5760536,615203195
2009-02-05,1177.88,-17.49,-1.46,1187.05,1206.73,1177.88,463562,5337966,606291154
2009-02-06,1210.26,32.38,2.75,1199.17,1210.26,1190.67,570791,5772618,623072452
2009-02-09,1202.69,-7.57,-0.63,1224.44,1227.73,1199.93,475950,4954661,619062965
2009-02-10,1198.87,-3.82,-0.32,1215.05,1219.76,1186.33,468812,4152908,617118862
2009-02-11,1190.18,-8.69,-0.72,1168.42,1193.55,1162.57,469846,4308986,612739950
2009-02-12,1179.84,-10.34,-0.87,1183.68,1187.35,1162.58,488111,4855674,607616858
2009-02-13,1192.44,12.6,1.07,1179.63,1192.48,1165.25,574846,4228208,613900971
2009-02-16,1175.47,-16.97,-1.42,1183.52,1199.5,1174.73,509492,4165140,605336624
2009-02-17,1127.19,-48.28,-4.11,1167.22,1167.22,1121.41,546440,4734825,580213796
2009-02-18,1113.19,-14,-1.24,1111.35,1120.65,1096,598230,4681169,573150765
2009-02-19,1107.1,-6.09,-0.55,1109.99,1121.27,1092.96,641511,4667949,570020768
2009-02-20,1065.95,-41.15,-3.72,1095.25,1102.44,1056.34,587441,4146131,548645215
2009-02-23,1099.55,33.6,3.15,1058.54,1099.55,1051.52,396062,3870962,565954478
2009-02-24,1063.88,-35.67,-3.24,1061.56,1071.93,1055.86,576296,3891797,547671702
2009-02-25,1067.08,3.2,0.3,1094.7,1095.73,1061.6,735368,4146945,549273990
2009-02-26,1054.79,-12.29,-1.15,1077.71,1100.45,1036.67,575093,4141636,543090954
2009-02-27,1063.03,8.24,0.78,1056.71,1076.81,1048.05,498309,3595999,547085652
2009-03-02,1018.81,-44.22,-4.16,1044.28,1044.28,1010.87,413949,3359586,524500873
2009-03-03,1025.57,6.76,0.66,993.85,1029.18,992.69,543382,3647543,528117151
2009-03-04,1059.26,33.69,3.29,1018.9,1062.69,1008.67,490794,4215485,545366081
2009-03-05,1058.18,-1.08,-0.1,1068.25,1074.56,1050.9,509907,4497847,544991652
2009-03-06,1055.03,-3.15,-0.3,1036.29,1059.33,1036.29,465731,3507220,543579926
2009-03-09,1071.73,16.7,1.58,1068.98,1077.13,1052.41,457911,3449749,552232690
2009-03-10,1092.2,20.47,1.91,1060.61,1096.59,1060.61,614109,4886460,562577075
2009-03-11,1127.51,35.31,3.23,1122.91,1127.88,1118.12,574391,5655537,580653558
2009-03-12,1128.39,0.88,0.08,1126.6,1132.3,1107.6,536881,7180129,581016566
2009-03-13,1126.03,-2.36,-0.21,1137.35,1147.83,1124.71,506177,5465240,580074111
2009-03-16,1125.46,-0.57,-0.05,1126.09,1142.58,1119.33,436009,4429944,579734299
2009-03-17,1163.88,38.42,3.41,1140.32,1166.6,1132.75,726953,5807736,599156031
2009-03-18,1169.95,6.07,0.52,1176.86,1176.86,1157.11,520429,5049229,602282676
2009-03-19,1161.81,-8.14,-0.7,1180.39,1186.91,1158.19,532576,5122645,598135590
2009-03-20,1170.94,9.13,0.79,1165.03,1180.38,1163.59,374671,4228855,603001747
2009-03-23,1199.5,28.56,2.44,1179.6,1201.23,1179.13,461576,4749377,617589970
2009-03-24,1221.7,22.2,1.85,1225.94,1225.94,1205.08,512524,5895005,629021226
2009-03-25,1229.02,7.32,0.6,1216.29,1229.02,1211.2,495051,5114728,632819890
2009-03-26,1243.8,14.78,1.2,1226.51,1243.97,1216.49,588056,5897684,640525330
2009-03-27,1237.51,-6.29,-0.51,1248.7,1256.7,1233.95,702348,7025605,637876221
2009-03-30,1197.46,-40.05,-3.24,1239.8,1244.78,1196.32,527830,4901679,619273159
2009-03-31,1206.26,8.8,0.73,1205.98,1228.21,1203.16,503563,5211784,623523108
2009-04-01,1233.36,27.1,2.25,1214.06,1238.04,1201.71,586124,6460702,637377934
2009-04-02,1276.97,43.61,3.54,1254.38,1278.56,1249.94,732211,7980881,659821161
2009-04-03,1283.75,6.78,0.53,1288.56,1292.6,1274.45,618671,7761773,663177177
2009-04-06,1297.85,14.1,1.1,1292.42,1315.3,1292.42,726431,7850149,670385285
2009-04-07,1300.1,2.25,0.17,1296.32,1304.28,1282.41,686776,6607437,671446591
2009-04-08,1262.07,-38.03,-2.93,1284.98,1287.59,1260.73,751440,6719459,651852846
2009-04-09,1316.35,54.28,4.3,1274.03,1317.29,1272.02,933678,9150022,679860869
2009-04-10,1336.04,19.69,1.5,1340.87,1355.69,1319.52,920397,9064786,690036979
2009-04-13,1338.26,2.22,0.17,1341.74,1353.27,1328.99,815422,8236609,690984339
2009-04-14,1342.63,4.37,0.33,1353.25,1356.31,1323.64,933384,8325877,693265286
2009-04-15,1333.09,-9.54,-0.71,1321.6,1341.32,1305.16,815702,8221371,688611544
2009-04-16,1336.72,3.63,0.27,1356.88,1371.28,1334.65,746709,8912086,690554426
2009-04-17,1329,-7.72,-0.58,1354.93,1360.9,1316.11,794016,8205060,686964029
2009-04-20,1336.39,7.39,0.56,1331.76,1338.9,1311.73,566858,5944084,693640412
2009-04-21,1336.81,0.42,0.03,1307.95,1338.48,1303.22,639591,6520603,693998572
